"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water depth (m)","Penetration DSF (m)","Cored interval (m)","Recovered length (m)","Recovery (%)","Drilled interval (m)","Drilled interval (no.)","Total cores (no.)","APC cores (no.)","HLAPC cores (no.)","XCB cores (no.)","RCB cores (no.)","Other cores (no.)","Date started (UTC)","Date finished (UTC)","Time on hole (days)","Comments","Latitude","Longitude","program"
"162","907","B",69.2497,-12.6983,NA,211.7,211.7,219.56,103.71,NA,0,23,23,0,0,0,0,"1995-08-01 06:26:00","1995-08-01 06:26:00",0,NA,"69 14.982 N","12 41.898 W","ODP"
"162","907","C",69.2333,-12.6983,NA,215.1,215.1,220.23,102.38,NA,0,23,23,0,0,0,0,"1995-08-01 21:07:00","1995-08-01 21:07:00",0,NA,"69 13.998 N","12 41.898 W","ODP"
"162","980","A",55.4847833333333,-14.7022333333333,NA,113.9,113.9,117.62,103.27,NA,0,12,12,0,0,0,0,"1995-07-10 17:42:00","1995-07-10 17:42:00",0,NA,"55 29.087 N","14 42.134 W","ODP"
"162","980","B",55.4849,-14.7022833333333,NA,118.2,118.2,122.48,103.62,NA,0,13,13,0,0,0,0,"1995-07-11 03:56:00","1995-07-11 03:56:00",0,NA,"55 29.094 N","14 42.137 W","ODP"
"162","980","C",55.48505,-14.7021333333333,NA,121.6,121.6,126.61,104.12,NA,0,14,14,0,0,0,0,"1995-07-11 13:56:00","1995-07-11 13:56:00",0,NA,"55 29.103 N","14 42.128 W","ODP"
"162","981","A",55.4771833333333,-14.6508666666667,NA,320,320,327.51,102.35,NA,0,34,34,0,0,0,0,"1995-07-12 04:04:00","1995-07-12 04:04:00",0,NA,"55 28.631 N","14 39.052 W","ODP"
"162","981","B",55.4773666666667,-14.6508166666667,NA,220.9,220.9,227.29,102.89,NA,0,24,24,0,0,0,0,"1995-07-13 08:48:00","1995-07-13 08:48:00",0,NA,"55 28.642 N","14 39.049 W","ODP"
"162","981","C",55.4774333333333,-14.65075,NA,281.2,281.2,293.81,104.48,NA,0,30,30,0,0,0,0,"1995-07-14 00:17:00","1995-07-14 00:17:00",0,NA,"55 28.646 N","14 39.045 W","ODP"
"162","982","A",57.5165333333333,-15.8666833333333,NA,248.7,248.7,253.23,101.82,NA,0,27,27,0,0,0,0,"1995-07-15 22:34:00","1995-07-15 22:34:00",0,NA,"57 30.992 N","15 52.001 W","ODP"
"162","982","B",57.5167,-15.86655,NA,614.9,614.9,488.5,79.44,NA,0,65,26,0,39,0,0,"1995-07-16 13:08:00","1995-07-16 13:08:00",0,NA,"57 31.002 N","15 51.993 W","ODP"
"162","982","C",57.5168166666667,-15.8665333333333,NA,250.8,250.8,256.49,102.27,NA,0,27,27,0,0,0,0,"1995-07-19 04:19:00","1995-07-19 04:19:00",0,NA,"57 31.009 N","15 51.992 W","ODP"
"162","982","D",57.5168166666667,-15.8665333333333,NA,9.5,9.5,9.78,102.95,NA,0,1,1,0,0,0,0,"1995-07-19 17:30:00","1995-07-19 17:30:00",0,NA,"57 31.009 N","15 51.992 W","ODP"
"162","983","A",60.4033333333333,-23.6406166666667,NA,254.4,254.4,264.42,103.94,NA,0,27,27,0,0,0,0,"1995-07-21 16:50:00","1995-07-21 16:50:00",0,NA,"60 24.2 N","23 38.437 W","ODP"
"162","983","B",60.4035,-23.6406166666667,NA,251.7,251.7,261.83,104.02,NA,0,27,27,0,0,0,0,"1995-07-22 10:54:00","1995-07-22 10:54:00",0,NA,"60 24.21 N","23 38.437 W","ODP"
"162","983","C",60.4036333333333,-23.6407166666667,NA,260.4,260.4,271.75,104.36,NA,0,28,28,0,0,0,0,"1995-07-23 05:05:00","1995-07-23 05:05:00",0,NA,"60 24.218 N","23 38.443 W","ODP"
"162","984","A",61.4251166666667,-24.0823166666667,NA,176.1,176.1,180.16,102.31,NA,0,19,19,0,0,0,0,"1995-07-24 14:57:00","1995-07-24 14:57:00",0,NA,"61 25.507 N","24 4.939 W","ODP"
"162","984","B",61.4252833333333,-24.0824833333333,NA,503.7,503.7,458.26,90.98,NA,0,53,31,0,22,0,0,"1995-07-25 11:31:00","1995-07-25 11:31:00",0,NA,"61 25.517 N","24 4.949 W","ODP"
"162","984","C",61.4254,-24.0825166666667,NA,290.4,290.4,296,101.93,NA,0,31,31,0,0,0,0,"1995-07-28 10:38:00","1995-07-28 10:38:00",0,NA,"61 25.524 N","24 4.951 W","ODP"
"162","984","D",61.4254666666667,-24.0826166666667,NA,112.9,112.9,115.22,102.05,NA,0,12,12,0,0,0,0,"1995-07-29 03:51:00","1995-07-29 03:51:00",0,NA,"61 25.528 N","24 4.957 W","ODP"
"162","985","A",66.9415,-6.4502,NA,587.9,587.9,553.42,94.14,NA,0,62,17,0,45,0,0,"1995-08-03 20:05:00","1995-08-03 20:05:00",0,NA,"66 56.49 N","6 27.012 W","ODP"
"162","985","B",66.9416333333333,-6.45001666666667,NA,126.9,126.9,129.44,102,NA,0,14,14,0,0,0,0,"1995-08-07 06:05:00","1995-08-07 06:05:00",0,NA,"66 56.498 N","6 27.001 W","ODP"
"162","986","A",77.3406333333333,9.07768333333333,NA,206,206,181.3,88.01,NA,0,24,14,0,10,0,0,"1995-08-10 16:55:00","1995-08-10 16:55:00",0,NA,"77 20.438 N","9 4.661 E","ODP"
"162","986","B",77.3405166666667,9.07773333333333,NA,15.5,15.5,15.1,97.42,NA,0,2,2,0,0,0,0,"1995-08-11 14:08:00","1995-08-11 14:08:00",0,NA,"77 20.431 N","9 4.664 E","ODP"
"162","986","C",77.3405166666667,9.07773333333333,NA,408,408,229.78,56.32,NA,0,44,8,0,36,0,0,"1995-08-11 15:13:00","1995-08-11 15:13:00",0,NA,"77 20.431 N","9 4.664 E","ODP"
"162","986","D",77.3401333333333,9.07756666666667,NA,576.8,576.8,241.56,41.88,NA,0,60,0,0,0,60,0,"1995-08-15 14:34:00","1995-08-15 14:34:00",0,NA,"77 20.408 N","9 4.654 E","ODP"
"162","987","A",70.4966,-17.9373833333333,NA,199.3,199.3,173.01,86.81,NA,0,22,10,0,12,0,0,"1995-08-23 15:44:00","1995-08-23 15:44:00",0,NA,"70 29.796 N","17 56.243 W","ODP"
"162","987","B",70.4966333333333,-17.9369333333333,NA,99.2,99.2,74.18,74.78,NA,0,11,11,0,0,0,0,"1995-08-24 10:19:00","1995-08-24 10:19:00",0,NA,"70 29.798 N","17 56.216 W","ODP"
"162","987","C",70.49645,-17.9364666666667,NA,43.6,43.6,44.91,103,NA,0,5,5,0,0,0,0,"1995-08-24 19:45:00","1995-08-24 19:45:00",0,NA,"70 29.787 N","17 56.188 W","ODP"
"162","987","D",70.4966333333333,-17.9363,NA,373,373,268.46,71.97,NA,0,42,11,0,31,0,0,"1995-08-24 22:22:00","1995-08-24 22:22:00",0,NA,"70 29.798 N","17 56.178 W","ODP"
"162","987","E",70.49645,-17.9364666666667,NA,496.1,496.1,308.82,62.25,NA,0,52,0,0,0,52,0,"1995-08-27 21:07:00","1995-08-27 21:07:00",0,NA,"70 29.787 N","17 56.188 W","ODP"
"163","988","A",65.70425,-34.8710333333333,NA,32,32,9.59,29.97,NA,0,5,0,0,0,5,0,"1995-09-09 03:55:00","1995-09-09 03:55:00",0,NA,"65 42.255 N","34 52.262 W","ODP"
"163","989","A",63.5225833333333,-39.9018833333333,NA,21.4,21.4,16.02,74.86,NA,0,3,0,0,0,3,0,"1995-09-17 10:43:00","1995-09-17 10:43:00",0,NA,"63 31.355 N","39 54.113 W","ODP"
"163","989","B",63.5225833333333,-39.9018333333333,NA,80.2,80.2,73.96,92.22,NA,0,14,0,0,0,14,0,"1995-09-18 08:40:00","1995-09-18 08:40:00",0,NA,"63 31.355 N","39 54.11 W","ODP"
"163","990","A",63.4728666666667,-39.7801333333333,NA,180.7,180.7,105.01,58.11,NA,0,24,0,0,0,23,1,"1995-09-24 11:22:00","1995-09-24 11:22:00",0,NA,"63 28.372 N","39 46.808 W","ODP"
"164","991","A",32.9836333333333,-75.9300166666667,NA,56.6,56.6,58.56,103.46,NA,0,6,6,0,0,0,0,"1995-11-05 14:25:00","1995-11-05 14:25:00",0,NA,"32 59.018 N","75 55.801 W","ODP"
"164","991","B",32.9836333333333,-75.9299333333333,NA,2,2,1.04,52,NA,0,2,0,0,0,0,2,"1995-11-06 00:52:00","1995-11-06 00:52:00",0,NA,"32 59.018 N","75 55.796 W","ODP"
"164","992","A",32.9757,-75.9160166666667,NA,50.3,50.3,52.62,104.61,NA,0,6,6,0,0,0,0,"1995-11-06 07:44:00","1995-11-06 07:44:00",0,NA,"32 58.542 N","75 54.961 W","ODP"
"164","993","A",32.9629833333333,-75.89475,NA,51.9,51.9,45.7,88.05,NA,0,6,1,0,5,0,0,"1995-11-06 19:23:00","1995-11-06 19:23:00",0,NA,"32 57.779 N","75 53.685 W","ODP"
"164","994","A",31.7856833333333,-75.54585,NA,36.4,36.4,37.29,102.45,NA,0,4,4,0,0,0,0,"1995-11-08 02:47:00","1995-11-08 02:47:00",0,NA,"31 47.141 N","75 32.751 W","ODP"
"164","994","B",31.78565,-75.5456666666667,NA,6.9,6.9,6.94,100.58,NA,0,1,1,0,0,0,0,"1995-11-08 06:55:00","1995-11-08 06:55:00",0,NA,"31 47.139 N","75 32.74 W","ODP"
"164","994","C",31.78565,-75.5458833333333,NA,703.5,703.5,501.47,71.28,NA,0,84,17,0,57,0,10,"1995-11-08 06:58:00","1995-11-08 06:58:00",0,NA,"31 47.139 N","75 32.753 W","ODP"
"164","994","D",31.7857,-75.5458333333333,NA,86.2,86.2,69.43,80.55,NA,0,9,1,0,8,0,0,"1995-11-15 11:57:00","1995-11-15 11:57:00",0,NA,"31 47.142 N","75 32.75 W","ODP"
"164","995","A",31.8035,-75.5223833333333,NA,704.5,704.5,478.71,67.95,NA,0,83,18,0,56,0,9,"1995-11-20 19:31:00","1995-11-20 19:31:00",0,NA,"31 48.21 N","75 31.343 W","ODP"
"164","995","B",31.8036166666667,-75.5222666666667,NA,104.4,104.4,61.27,58.69,NA,0,14,3,0,9,0,3,"1995-11-26 22:21:00","1995-11-26 22:21:00",0,NA,"31 48.217 N","75 31.336 W","ODP"
"164","996","A",32.4938833333333,-76.1909,NA,63,63,17.28,27.43,NA,0,9,4,0,4,0,1,"1995-12-04 13:20:00","1995-12-04 13:20:00",0,NA,"32 29.633 N","76 11.454 W","ODP"
"164","996","B",32.4939,-76.1909166666667,NA,3.4,3.4,3.4,100,NA,0,1,1,0,0,0,0,"1995-12-05 00:02:00","1995-12-05 00:02:00",0,NA,"32 29.634 N","76 11.455 W","ODP"
"164","996","C",32.4939666666667,-76.1909166666667,NA,2.6,2.6,2.61,100.38,NA,0,2,2,0,0,0,0,"1995-12-05 00:50:00","1995-12-05 00:50:00",0,NA,"32 29.638 N","76 11.455 W","ODP"
"164","996","D",32.4939,-76.1913,NA,52.2,52.2,15.58,29.85,NA,0,7,3,0,3,0,1,"1995-12-05 13:28:00","1995-12-05 13:28:00",0,NA,"32 29.634 N","76 11.478 W","ODP"
"164","996","E",32.4938666666667,-76.1904666666667,NA,62.3,62.3,44.49,71.41,NA,0,8,5,0,2,0,1,"1995-12-05 21:58:00","1995-12-05 21:58:00",0,NA,"32 29.632 N","76 11.428 W","ODP"
"164","997","A",31.8431333333333,-75.4686333333333,NA,434.3,434.3,342.66,78.9,NA,0,55,19,0,28,0,8,"1995-12-06 23:57:00","1995-12-06 23:57:00",0,NA,"31 50.588 N","75 28.118 W","ODP"
"164","997","B",31.8433,-75.4685,NA,364.6,364.6,242.75,66.58,NA,0,47,0,0,38,0,9,"1995-12-10 14:35:00","1995-12-10 14:35:00",0,NA,"31 50.598 N","75 28.11 W","ODP"
"165","1000","A",16.5537166666667,-79.8674,NA,553.2,553.2,538.28,97.3,NA,0,59,34,0,25,0,0,"1996-01-27 16:34:00","1996-01-27 16:34:00",0,NA,"16 33.223 N","79 52.044 W","ODP"
"165","1000","B",16.55365,-79.8674333333333,NA,211.4,211.4,142.15,67.24,NA,0,22,0,0,0,22,0,"1996-01-29 13:57:00","1996-01-29 13:57:00",0,NA,"16 33.219 N","79 52.046 W","ODP"
"165","1001","A",15.7571166666667,-74.91045,NA,522.8,522.8,286.24,54.75,NA,0,56,0,0,0,56,0,"1996-02-02 21:06:00","1996-02-02 21:06:00",0,NA,"15 45.427 N","74 54.627 W","ODP"
"165","1001","B",15.7569666666667,-74.9104333333333,NA,301.2,301.2,201.1,66.77,NA,0,32,0,0,0,32,0,"1996-02-08 12:44:00","1996-02-08 12:44:00",0,NA,"15 45.418 N","74 54.626 W","ODP"
"165","1002","A",10.7061,-65.16965,NA,9.5,9.5,9.77,102.84,NA,0,1,1,0,0,0,0,"1996-02-14 01:14:00","1996-02-14 01:14:00",0,NA,"10 42.366 N","65 10.179 W","ODP"
"165","1002","B",10.7061,-65.16965,NA,6.2,6.2,6.24,100.65,NA,0,1,1,0,0,0,0,"1996-02-14 01:51:00","1996-02-14 01:51:00",0,NA,"10 42.366 N","65 10.179 W","ODP"
"165","1002","C",10.7061333333333,-65.1694333333333,NA,170.1,170.1,186,109.35,NA,0,19,19,0,0,0,0,"1996-02-14 02:22:00","1996-02-14 02:22:00",0,NA,"10 42.368 N","65 10.166 W","ODP"
"165","1002","D",10.7061333333333,-65.16935,NA,166.8,166.8,162.29,97.3,NA,0,18,12,0,6,0,0,"1996-02-14 15:39:00","1996-02-14 15:39:00",0,NA,"10 42.368 N","65 10.161 W","ODP"
"165","1002","E",10.7060666666667,-65.16925,NA,164,164,164.96,100.59,NA,0,18,13,0,5,0,0,"1996-02-15 03:37:00","1996-02-15 03:37:00",0,NA,"10 42.364 N","65 10.155 W","ODP"
"165","998","A",19.4896166666667,-82.9361,NA,637.6,637.6,440.88,69.15,NA,0,67,17,0,50,0,0,"1995-12-24 15:56:00","1995-12-24 15:56:00",0,NA,"19 29.377 N","82 56.166 W","ODP"
"165","998","B",19.4897833333333,-82.936,NA,346.5,346.5,287.88,83.08,NA,0,37,0,0,0,37,0,"1995-12-29 17:11:00","1995-12-29 17:11:00",0,NA,"19 29.387 N","82 56.16 W","ODP"
"165","999","A",12.7439833333333,-78.7393333333333,NA,566.1,566.1,534.83,94.48,NA,0,61,21,0,40,0,0,"1996-01-06 12:18:00","1996-01-06 12:18:00",0,NA,"12 44.639 N","78 44.36 W","ODP"
"165","999","B",12.7432833333333,-78.7403,NA,1066.4,523,398,76.1,543.4,1,63,0,0,0,62,1,"1996-01-14 18:13:00","1996-01-14 18:13:00",0,NA,"12 44.597 N","78 44.418 W","ODP"
"166","1003","A",24.5458,-79.2607,NA,245.7,245.7,129.12,52.55,NA,0,27,10,0,17,0,0,"1996-02-24 03:33:00","1996-02-24 03:33:00",0,NA,"24 32.748 N","79 15.642 W","ODP"
"166","1003","B",24.546,-79.2608,NA,541.6,541.6,187.44,34.61,NA,0,57,9,0,48,0,0,"1996-02-25 06:17:00","1996-02-25 06:17:00",0,NA,"24 32.76 N","79 15.648 W","ODP"
"166","1003","C",24.5461,-79.2608,NA,845.8,845.8,378.06,44.7,NA,0,88,0,0,0,88,0,"1996-02-27 13:45:00","1996-02-27 13:45:00",0,NA,"24 32.766 N","79 15.648 W","ODP"
"166","1003","D",24.5459616666667,-79.26072,NA,1052.7,NA,NA,0,1052.7,1,0,0,0,0,0,0,"1996-03-20 05:30:00","1996-03-20 05:30:00",0,NA,"24 32.7577 N","79 15.6432 W","ODP"
"166","1004","A",24.5547,-79.2492,NA,200,200,117.49,58.75,NA,0,23,12,0,11,0,0,"1996-03-07 01:25:00","1996-03-07 01:25:00",0,NA,"24 33.282 N","79 14.952 W","ODP"
"166","1005","A",24.5629,-79.2357,NA,462.4,462.4,149.58,32.35,NA,0,53,9,0,44,0,0,"1996-03-08 03:11:00","1996-03-08 03:11:00",0,NA,"24 33.774 N","79 14.142 W","ODP"
"166","1005","B",24.5628,-79.2357,NA,61.7,61.7,49.45,80.15,NA,0,9,7,0,2,0,0,"1996-03-11 05:28:00","1996-03-11 05:28:00",0,NA,"24 33.768 N","79 14.142 W","ODP"
"166","1005","C",24.5626,-79.2357,NA,313.4,313.4,107.1,34.17,NA,0,34,0,0,0,34,0,"1996-03-12 11:37:00","1996-03-12 11:37:00",0,NA,"24 33.756 N","79 14.142 W","ODP"
"166","1006","A",24.3998,-79.459,NA,717.3,717.3,646.93,90.19,NA,0,77,29,0,48,0,0,"1996-03-15 19:15:00","1996-03-15 19:15:00",0,NA,"24 23.988 N","79 27.54 W","ODP"
"166","1006","B",24.3998,-79.4592,NA,176.5,176.5,182.72,103.52,NA,0,19,19,0,0,0,0,"1996-03-19 16:05:00","1996-03-19 16:05:00",0,NA,"24 23.988 N","79 27.552 W","ODP"
"166","1006","C",24.3999,-79.4593,NA,6.6,6.6,6.55,99.24,NA,0,1,1,0,0,0,0,"1996-03-20 03:31:00","1996-03-20 03:31:00",0,NA,"24 23.994 N","79 27.558 W","ODP"
"166","1006","D",24.3999,-79.4593,NA,7.6,7.6,7.6,100,NA,0,1,1,0,0,0,0,"1996-03-20 03:34:00","1996-03-20 03:34:00",0,NA,"24 23.994 N","79 27.558 W","ODP"
"166","1007","A",24.5044,-79.3223,NA,6.6,6.6,6.65,100.76,NA,0,1,1,0,0,0,0,"1996-03-24 16:38:00","1996-03-24 16:38:00",0,NA,"24 30.264 N","79 19.338 W","ODP"
"166","1007","B",24.5044,-79.3223,NA,375.7,375.7,198.42,52.81,NA,0,41,10,0,31,0,0,"1996-03-24 16:59:00","1996-03-24 16:59:00",0,NA,"24 30.264 N","79 19.338 W","ODP"
"166","1007","C",24.5042,-79.3225,NA,933.4,933.4,503.27,53.92,NA,0,97,0,0,0,97,0,"1996-03-26 18:28:00","1996-03-26 18:28:00",0,NA,"24 30.252 N","79 19.35 W","ODP"
"166","1008","A",23.6107,-79.0835,NA,134.5,134.5,89.09,66.24,NA,0,16,10,0,6,0,0,"1996-04-04 08:54:00","1996-04-04 08:54:00",0,NA,"23 36.642 N","79 5.01 W","ODP"
"166","1009","A",23.614,-79.05,NA,226.1,226.1,179.2,79.26,NA,0,28,16,0,12,0,0,"1996-04-04 23:40:00","1996-04-04 23:40:00",0,NA,"23 36.84 N","79 3 W","ODP"
"167","1010","A",29.965,-118.10078,NA,9.2,9.2,9.15,99.46,NA,0,1,1,0,0,0,0,"1996-04-26 01:38:00","1996-04-26 01:38:00",0,NA,"29 57.9 N","118 6.0468 W","ODP"
"167","1010","B",29.96508,-118.10073,NA,23.2,23.2,23.71,102.2,NA,0,3,3,0,0,0,0,"1996-04-26 02:33:00","1996-04-26 02:33:00",0,NA,"29 57.9048 N","118 6.0438 W","ODP"
"167","1010","C",29.96508,-118.10078,NA,213.9,213.9,192.94,90.2,NA,0,24,17,0,6,0,1,"1996-04-26 08:40:00","1996-04-26 08:40:00",0,NA,"29 57.9048 N","118 6.0468 W","ODP"
"167","1010","D",29.96501,-118.10065,NA,51.5,51.5,54.47,105.77,NA,0,6,6,0,0,0,0,"1996-04-27 12:57:00","1996-04-27 12:57:00",0,NA,"29 57.9006 N","118 6.039 W","ODP"
"167","1010","E",29.96508,-118.10053,NA,180.2,180.2,185.23,102.79,NA,0,19,16,0,3,0,0,"1996-04-28 11:07:00","1996-04-28 11:07:00",0,NA,"29 57.9048 N","118 6.0318 W","ODP"
"167","1010","F",29.96493,-118.10057,NA,55.7,55.7,56.76,101.9,NA,0,6,6,0,0,0,0,"1996-04-29 05:59:00","1996-04-29 05:59:00",0,NA,"29 57.8958 N","118 6.0342 W","ODP"
"167","1011","A",31.2804,-117.633,NA,9.5,9.5,9.84,103.58,NA,0,1,1,0,0,0,0,"1996-04-30 05:32:00","1996-04-30 05:32:00",0,NA,"31 16.824 N","117 37.98 W","ODP"
"167","1011","B",31.2803,-117.633,NA,281.5,281.5,271.05,96.29,NA,0,31,15,0,16,0,0,"1996-04-30 05:37:00","1996-04-30 05:37:00",0,NA,"31 16.818 N","117 37.98 W","ODP"
"167","1011","C",31.2803,-117.633,NA,184.3,184.3,189.97,103.08,NA,0,20,15,0,5,0,0,"1996-05-02 01:52:00","1996-05-02 01:52:00",0,NA,"31 16.818 N","117 37.98 W","ODP"
"167","1011","D",31.2803,-117.633,NA,16.9,16.9,17.24,102.01,NA,0,2,2,0,0,0,0,"1996-05-02 19:19:00","1996-05-02 19:19:00",0,NA,"31 16.818 N","117 37.98 W","ODP"
"167","1011","E",31.2804,-117.516,NA,142.3,142.3,148.52,104.37,NA,0,16,16,0,0,0,0,"1996-05-02 20:23:00","1996-05-02 20:23:00",0,NA,"31 16.824 N","117 30.96 W","ODP"
"167","1012","A",32.2828,-118.383,NA,273.5,273.5,269.74,98.63,NA,0,30,13,0,17,0,0,"1996-05-03 18:31:00","1996-05-03 18:31:00",0,NA,"32 16.968 N","118 22.98 W","ODP"
"167","1012","B",32.2826,-118.383,NA,132.3,132.3,131.26,99.21,NA,0,14,14,0,0,0,0,"1996-05-04 22:06:00","1996-05-04 22:06:00",0,NA,"32 16.956 N","118 22.98 W","ODP"
"167","1012","C",32.2828,-118.384,NA,82.6,82.6,86.89,105.19,NA,0,9,9,0,0,0,0,"1996-05-05 07:41:00","1996-05-05 07:41:00",0,NA,"32 16.968 N","118 23.04 W","ODP"
"167","1013","A",32.8007,-118.898,NA,146.1,146.1,137.1,93.84,NA,0,16,10,0,6,0,0,"1996-05-05 23:55:00","1996-05-05 23:55:00",0,NA,"32 48.042 N","118 53.88 W","ODP"
"167","1013","B",32.801,-118.898,NA,103.8,103.8,107.97,104.02,NA,0,11,10,0,1,0,0,"1996-05-06 14:54:00","1996-05-06 14:54:00",0,NA,"32 48.06 N","118 53.88 W","ODP"
"167","1013","C",32.801,-118.898,NA,72.2,72.2,73.96,102.44,NA,0,8,8,0,0,0,0,"1996-05-06 22:14:00","1996-05-06 22:14:00",0,NA,"32 48.06 N","118 53.88 W","ODP"
"167","1014","A",32.8332,-119.981,NA,449,449,404.35,90.06,NA,0,50,6,0,44,0,0,"1996-05-08 16:27:00","1996-05-08 16:27:00",0,NA,"32 49.992 N","119 58.86 W","ODP"
"167","1014","B",32.8341,-119.981,NA,245,245,224.69,91.71,NA,0,27,13,0,14,0,0,"1996-05-11 02:44:00","1996-05-11 02:44:00",0,NA,"32 50.046 N","119 58.86 W","ODP"
"167","1014","C",32.8341,-119.981,NA,19,19,19.53,102.79,NA,0,2,2,0,0,0,0,"1996-05-11 20:49:00","1996-05-11 20:49:00",0,NA,"32 50.046 N","119 58.86 W","ODP"
"167","1014","D",32.8341,-119.981,NA,120.9,120.9,118.96,98.4,NA,0,13,10,0,3,0,0,"1996-05-11 21:24:00","1996-05-11 21:24:00",0,NA,"32 50.046 N","119 58.86 W","ODP"
"167","1015","A",33.7154,-118.819,NA,149.5,149.5,139.12,93.06,NA,0,16,16,0,0,0,0,"1996-05-12 15:29:00","1996-05-12 15:29:00",0,NA,"33 42.924 N","118 49.14 W","ODP"
"167","1015","B",33.7154,-118.818,NA,97.8,97.8,81.32,83.15,NA,0,12,12,0,0,0,0,"1996-05-13 03:30:00","1996-05-13 03:30:00",0,NA,"33 42.924 N","118 49.08 W","ODP"
"167","1016","A",34.5403,-122.276,NA,316.5,316.5,303.65,95.94,NA,0,36,10,0,25,0,1,"1996-05-14 23:41:00","1996-05-14 23:41:00",0,NA,"34 32.418 N","122 16.56 W","ODP"
"167","1016","B",34.5386,-122.276,NA,210.8,210.8,218.1,103.46,NA,0,23,23,0,0,0,0,"1996-05-17 17:46:00","1996-05-17 17:46:00",0,NA,"34 32.316 N","122 16.56 W","ODP"
"167","1016","C",34.5382,-122.276,NA,18.7,18.7,18.76,100.32,NA,0,2,2,0,0,0,0,"1996-05-18 19:19:00","1996-05-18 19:19:00",0,NA,"34 32.292 N","122 16.56 W","ODP"
"167","1016","D",34.5384,-122.276,NA,150.5,150.5,154.16,102.43,NA,0,16,16,0,0,0,0,"1996-05-18 20:48:00","1996-05-18 20:48:00",0,NA,"34 32.304 N","122 16.56 W","ODP"
"167","1017","A",34.5348,-121.107,NA,9.8,9.8,9.86,100.61,NA,0,1,1,0,0,0,0,"1996-05-19 23:47:00","1996-05-19 23:47:00",0,NA,"34 32.088 N","121 6.42 W","ODP"
"167","1017","B",34.5349,-121.106,NA,204.2,204.2,188.74,92.43,NA,0,23,13,0,10,0,0,"1996-05-20 00:12:00","1996-05-20 00:12:00",0,NA,"34 32.094 N","121 6.36 W","ODP"
"167","1017","C",34.5349,-121.107,NA,174.3,174.3,169.37,97.17,NA,0,19,8,0,11,0,0,"1996-05-20 18:07:00","1996-05-20 18:07:00",0,NA,"34 32.094 N","121 6.42 W","ODP"
"167","1017","D",34.5348,-121.107,NA,107.9,107.9,85.01,78.79,NA,0,12,9,0,3,0,0,"1996-05-21 08:08:00","1996-05-21 08:08:00",0,NA,"34 32.088 N","121 6.42 W","ODP"
"167","1017","E",34.535,-121.107,NA,24.9,24.9,25.71,103.25,NA,0,3,3,0,0,0,0,"1996-05-21 17:07:00","1996-05-21 17:07:00",0,NA,"34 32.1 N","121 6.42 W","ODP"
"167","1018","A",36.9883,-123.277,NA,426.2,426.2,426.85,100.15,NA,0,45,10,0,35,0,0,"1996-05-23 02:08:00","1996-05-23 02:08:00",0,NA,"36 59.298 N","123 16.62 W","ODP"
"167","1018","B",36.9897,-123.275,NA,19.2,19.2,19.45,101.3,NA,0,2,2,0,0,0,0,"1996-05-25 23:45:00","1996-05-25 23:45:00",0,NA,"36 59.382 N","123 16.5 W","ODP"
"167","1018","C",36.9898,-123.275,NA,262.2,262.2,261.44,99.71,NA,0,28,10,0,18,0,0,"1996-05-26 00:37:00","1996-05-26 00:37:00",0,NA,"36 59.388 N","123 16.5 W","ODP"
"167","1018","D",36.9899,-123.275,NA,167.7,167.7,167.35,99.79,NA,0,18,11,0,7,0,0,"1996-05-27 00:40:00","1996-05-27 00:40:00",0,NA,"36 59.394 N","123 16.5 W","ODP"
"167","1019","A",41.6828,-124.933,NA,10.1,10.1,10.11,100.1,NA,0,1,1,0,0,0,0,"1996-05-29 18:29:00","1996-05-29 18:29:00",0,NA,"41 40.968 N","124 55.98 W","ODP"
"167","1019","B",41.6829,-124.933,NA,10.1,10.1,10.08,99.8,NA,0,1,1,0,0,0,0,"1996-05-29 19:13:00","1996-05-29 19:13:00",0,NA,"41 40.974 N","124 55.98 W","ODP"
"167","1019","C",41.6829,-124.932,NA,247.8,247.8,213.97,86.35,NA,0,26,8,0,18,0,0,"1996-05-29 19:54:00","1996-05-29 19:54:00",0,NA,"41 40.974 N","124 55.92 W","ODP"
"167","1019","D",41.6828,-124.933,NA,223.8,223.8,183.03,81.78,NA,0,24,7,0,17,0,0,"1996-05-31 10:03:00","1996-05-31 10:03:00",0,NA,"41 40.968 N","124 55.98 W","ODP"
"167","1019","E",41.6827,-124.933,NA,109.5,109.5,112.17,102.44,NA,0,12,12,0,0,0,0,"1996-06-01 05:00:00","1996-06-01 05:00:00",0,NA,"41 40.962 N","124 55.98 W","ODP"
"167","1020","A",41.009,-126.434,NA,10,10,10.02,100.2,NA,0,1,1,0,0,0,0,"1996-06-02 04:03:00","1996-06-02 04:03:00",0,NA,"41 .54 N","126 26.04 W","ODP"
"167","1020","B",41.009,-126.434,NA,278.8,278.8,265,95.05,NA,0,30,18,0,12,0,0,"1996-06-02 04:48:00","1996-06-02 04:48:00",0,NA,"41 .54 N","126 26.04 W","ODP"
"167","1020","C",41.008,-126.434,NA,233.2,233.2,239.49,102.7,NA,0,25,16,0,9,0,0,"1996-06-04 13:13:00","1996-06-04 13:13:00",0,NA,"41 .48 N","126 26.04 W","ODP"
